,T_A_empirical,T_A_predicted,difference
34,1839.0,1720.6155,118.384521484375
35,1503.0,1779.0208,276.020751953125
36,2010.0,1793.2292,216.770751953125
37,1073.0,1037.555,35.4449462890625
38,328.0,296.71393,31.28607177734375
39,241.0,279.70746,38.70745849609375
40,262.0,283.0094,21.0093994140625
41,261.0,288.74915,27.7491455078125
42,251.0,284.13275,33.13275146484375
43,268.0,289.34064,21.34063720703125
44,309.0,332.06607,23.066070556640625
45,338.0,286.41577,51.584228515625
46,461.0,407.59515,53.40484619140625
47,270.0,296.71393,26.71392822265625
48,341.0,321.8399,19.16009521484375
49,314.0,317.07495,3.074951171875
50,397.0,373.55417,23.445831298828125
51,321.0,271.85992,49.14007568359375
52,309.0,305.346,3.65399169921875
53,421.0,446.44763,25.4476318359375
54,280.0,297.35278,17.352783203125
55,251.0,286.99432,35.99432373046875
56,286.0,294.19745,8.19744873046875
57,311.0,327.68576,16.685760498046875
58,250.0,257.12518,7.12518310546875
59,279.0,285.26825,6.26824951171875
60,290.0,269.85535,20.1446533203125
61,240.0,252.27502,12.2750244140625
62,312.0,276.50226,35.49774169921875
63,314.0,278.0932,35.90679931640625
64,330.0,323.4776,6.52239990234375
65,421.0,446.44763,25.4476318359375
66,498.0,540.12787,42.12786865234375
67,433.0,363.8183,69.18170166015625
68,1368.0,1536.5725,168.572509765625
69,1214.0,1304.7665,90.7664794921875
70,1287.0,1357.9634,70.96337890625
71,1280.0,1397.5312,117.53125
72,1390.0,1312.1185,77.8814697265625
73,1324.0,1354.5508,30.55078125
74,1557.0,1440.6456,116.3543701171875
75,1384.0,1354.5508,29.44921875
76,1738.0,1430.1626,307.83740234375
77,1242.0,1349.3977,107.397705078125
78,1549.0,1419.4846,129.515380859375
79,1300.0,1291.6943,8.3056640625
80,1144.0,1246.7452,102.7452392578125
81,1205.0,1262.7463,57.746337890625
82,1400.0,1211.2942,188.705810546875
83,1313.0,1344.2026,31.20263671875
84,1472.0,1374.7556,97.244384765625
85,1160.0,1276.4199,116.419921875
86,1157.0,1118.4048,38.59521484375
87,1186.0,1306.6123,120.6123046875
88,1506.0,1484.8003,21.19970703125
89,1658.0,1669.9556,11.95556640625
90,1545.0,1633.9705,88.970458984375
