,T_A_empirical,T_A_predicted,difference
34,1839.0,1865.7383,26.73828125
35,1503.0,1500.7942,2.205810546875
36,2010.0,2008.992,1.008056640625
37,1073.0,1063.73,9.27001953125
38,328.0,305.15118,22.84881591796875
39,241.0,238.05438,2.94561767578125
40,262.0,261.16943,0.83056640625
41,261.0,264.66754,3.66754150390625
42,251.0,263.30853,12.30853271484375
43,268.0,260.77545,7.22454833984375
44,309.0,320.93262,11.9326171875
45,338.0,323.8264,14.173614501953125
46,461.0,376.02548,84.97451782226562
47,270.0,276.73596,6.7359619140625
48,341.0,302.60553,38.39447021484375
49,314.0,300.7107,13.289306640625
50,397.0,353.24728,43.752716064453125
51,321.0,265.31525,55.68475341796875
52,309.0,291.82098,17.17901611328125
53,421.0,407.5446,13.455413818359375
54,280.0,267.58008,12.419921875
55,251.0,250.88287,0.11712646484375
56,286.0,281.66327,4.33673095703125
57,311.0,321.95743,10.957427978515625
58,250.0,218.66052,31.3394775390625
59,279.0,263.4618,15.5382080078125
60,290.0,243.91724,46.082763671875
61,240.0,226.31708,13.68292236328125
62,312.0,265.11945,46.88055419921875
63,314.0,306.95728,7.042724609375
64,330.0,314.11597,15.884033203125
65,421.0,407.5446,13.455413818359375
66,498.0,510.3613,12.361297607421875
67,433.0,393.76947,39.23052978515625
68,1368.0,1387.4221,19.422119140625
69,1214.0,1276.3877,62.3876953125
70,1287.0,1290.5608,3.560791015625
71,1280.0,1296.0577,16.0577392578125
72,1390.0,1361.4791,28.5208740234375
73,1324.0,1254.7358,69.26416015625
74,1557.0,1650.2878,93.287841796875
75,1384.0,1386.9277,2.927734375
76,1738.0,1664.429,73.571044921875
77,1242.0,1264.1963,22.1962890625
78,1549.0,1551.7252,2.7252197265625
79,1300.0,1331.0265,31.0264892578125
80,1144.0,1157.3247,13.32470703125
81,1205.0,1189.5205,15.4794921875
82,1400.0,1401.6526,1.652587890625
83,1313.0,1311.61,1.3900146484375
84,1472.0,1477.9385,5.9384765625
85,1160.0,1165.574,5.573974609375
86,1157.0,1151.4669,5.5330810546875
87,1186.0,1191.054,5.053955078125
88,1506.0,1508.509,2.509033203125
89,1658.0,1661.0388,3.038818359375
90,1545.0,1547.9142,2.9141845703125
