,T_A_empirical,T_A_predicted,difference
34,1839.0,1857.7788,18.77880859375
35,1503.0,1595.4818,92.4818115234375
36,2010.0,1990.5404,19.4595947265625
37,1073.0,840.0378,232.96221923828125
38,328.0,369.12463,41.1246337890625
39,241.0,288.49213,47.49212646484375
40,262.0,318.5484,56.54840087890625
41,261.0,323.36325,62.363250732421875
42,251.0,274.8598,23.85980224609375
43,268.0,284.8282,16.82818603515625
44,309.0,373.22598,64.22598266601562
45,338.0,340.958,2.9580078125
46,461.0,439.12354,21.87646484375
47,270.0,346.91287,76.91287231445312
48,341.0,377.34598,36.345977783203125
49,314.0,292.17676,21.8232421875
50,397.0,423.87616,26.87615966796875
51,321.0,266.82117,54.1788330078125
52,309.0,363.0087,54.008697509765625
53,421.0,423.87616,2.87615966796875
54,280.0,290.3318,10.331787109375
55,251.0,283.00397,32.00396728515625
56,286.0,343.92987,57.92987060546875
57,311.0,417.40475,106.40475463867188
58,250.0,257.14008,7.14007568359375
59,279.0,299.60852,20.6085205078125
60,290.0,275.7594,14.2406005859375
61,240.0,232.375,7.625
62,312.0,319.50873,7.50872802734375
63,314.0,402.457,88.45700073242188
64,330.0,390.86575,60.865753173828125
65,421.0,423.87616,2.87615966796875
66,498.0,536.7942,38.794189453125
67,433.0,473.58203,40.58203125
68,1368.0,1422.2039,54.203857421875
69,1214.0,1308.0259,94.02587890625
70,1287.0,1336.7942,49.794189453125
71,1280.0,1359.9231,79.923095703125
72,1390.0,1417.8578,27.8577880859375
73,1324.0,1304.697,19.302978515625
74,1557.0,1706.8103,149.810302734375
75,1384.0,1411.3318,27.331787109375
76,1738.0,1653.8643,84.1357421875
77,1242.0,1306.9165,64.91650390625
78,1549.0,1565.2778,16.27783203125
79,1300.0,1359.9231,59.923095703125
80,1144.0,1195.988,51.988037109375
81,1205.0,1223.0854,18.08544921875
82,1400.0,1479.4081,79.4080810546875
83,1313.0,1373.0962,60.09619140625
84,1472.0,1475.1165,3.116455078125
85,1160.0,1232.0878,72.0877685546875
86,1157.0,1200.5139,43.513916015625
87,1186.0,1246.685,60.68505859375
88,1506.0,1479.4081,26.5919189453125
89,1658.0,1651.8397,6.1602783203125
90,1545.0,1564.2308,19.2308349609375
