,T_A_empirical,T_A_predicted,difference
34,1839.0,1843.8156,4.8155517578125
35,1503.0,1526.9559,23.9559326171875
36,2010.0,1963.968,46.031982421875
37,1073.0,862.6683,210.33172607421875
38,328.0,328.09796,0.09796142578125
39,241.0,256.68323,15.6832275390625
40,262.0,281.9762,19.9761962890625
41,261.0,289.00195,28.001953125
42,251.0,249.01752,1.98248291015625
43,268.0,260.1795,7.82049560546875
44,309.0,352.2806,43.280609130859375
45,338.0,301.13605,36.86395263671875
46,461.0,437.58255,23.417449951171875
47,270.0,311.4831,41.48309326171875
48,341.0,348.8365,7.83648681640625
49,314.0,285.8557,28.144287109375
50,397.0,410.39426,13.394256591796875
51,321.0,234.83057,86.16943359375
52,309.0,328.5193,19.519287109375
53,421.0,446.3625,25.36248779296875
54,280.0,269.937,10.06298828125
55,251.0,257.18597,6.18597412109375
56,286.0,307.7691,21.76910400390625
57,311.0,380.52707,69.52706909179688
58,250.0,219.27136,30.7286376953125
59,279.0,268.7282,10.27178955078125
60,290.0,240.86597,49.134033203125
61,240.0,196.0401,43.95989990234375
62,312.0,279.26556,32.73443603515625
63,314.0,345.49152,31.49151611328125
64,330.0,359.37164,29.37164306640625
65,421.0,446.36258,25.362579345703125
66,498.0,549.96515,51.96514892578125
67,433.0,438.45087,5.45086669921875
68,1368.0,1409.1628,41.162841796875
69,1214.0,1273.2502,59.250244140625
70,1287.0,1308.9241,21.924072265625
71,1280.0,1336.537,56.5369873046875
72,1390.0,1372.2656,17.734375
73,1324.0,1279.5641,44.4359130859375
74,1557.0,1659.8735,102.87353515625
75,1384.0,1375.7881,8.2119140625
76,1738.0,1611.5132,126.48681640625
77,1242.0,1280.6509,38.65087890625
78,1549.0,1530.1201,18.8798828125
79,1300.0,1316.2725,16.2724609375
80,1144.0,1165.7246,21.724609375
81,1205.0,1191.5991,13.40087890625
82,1400.0,1397.5803,2.419677734375
83,1313.0,1339.1031,26.1031494140625
84,1472.0,1438.0308,33.96923828125
85,1160.0,1201.9435,41.9434814453125
86,1157.0,1141.4253,15.57470703125
87,1186.0,1220.2163,34.21630859375
88,1506.0,1461.0171,44.98291015625
89,1658.0,1634.4808,23.5191650390625
90,1545.0,1548.2886,3.28857421875
