,T_A_empirical,T_A_predicted,difference
34,1839.0,1845.4797,6.479736328125
35,1503.0,1519.5459,16.5458984375
36,2010.0,1965.4172,44.582763671875
37,1073.0,843.9787,229.02130126953125
38,328.0,331.2098,3.209808349609375
39,241.0,256.98242,15.982421875
40,262.0,283.72894,21.72894287109375
41,261.0,290.58392,29.58392333984375
42,251.0,248.09442,2.90557861328125
43,268.0,259.50677,8.49322509765625
44,309.0,353.15958,44.159576416015625
45,338.0,303.73755,34.262451171875
46,461.0,435.4352,25.564788818359375
47,270.0,313.64764,43.64764404296875
48,341.0,350.61032,9.610321044921875
49,314.0,283.6308,30.36920166015625
50,397.0,410.2643,13.264312744140625
51,321.0,234.36841,86.631591796875
52,309.0,330.81042,21.8104248046875
53,421.0,440.44733,19.44732666015625
54,280.0,269.01862,10.98138427734375
55,251.0,256.5741,5.5740966796875
56,286.0,309.96954,23.96954345703125
57,311.0,383.4076,72.4075927734375
58,250.0,219.54584,30.45416259765625
59,279.0,269.2638,9.7362060546875
60,290.0,241.18018,48.81982421875
61,240.0,194.96826,45.03173828125
62,312.0,281.5559,30.444091796875
63,314.0,350.74707,36.7470703125
64,330.0,361.57455,31.574554443359375
65,421.0,440.44733,19.44732666015625
66,498.0,541.84125,43.84124755859375
67,433.0,440.6787,7.6787109375
68,1368.0,1417.6333,49.63330078125
69,1214.0,1275.566,61.5660400390625
70,1287.0,1313.4253,26.42529296875
71,1280.0,1342.5002,62.500244140625
72,1390.0,1370.8545,19.1455078125
73,1324.0,1284.3654,39.6346435546875
74,1557.0,1650.7466,93.74658203125
75,1384.0,1377.6587,6.34130859375
76,1738.0,1604.9398,133.0601806640625
77,1242.0,1285.1987,43.19873046875
78,1549.0,1528.4171,20.5828857421875
79,1300.0,1316.2236,16.2236328125
80,1144.0,1166.0469,22.046875
81,1205.0,1192.7173,12.28271484375
82,1400.0,1385.0562,14.94384765625
83,1313.0,1341.8341,28.8341064453125
84,1472.0,1438.125,33.875
85,1160.0,1203.6277,43.627685546875
86,1157.0,1137.5945,19.405517578125
87,1186.0,1223.1482,37.148193359375
88,1506.0,1467.612,38.387939453125
89,1658.0,1637.0609,20.9390869140625
90,1545.0,1553.2858,8.2857666015625
