,T_A_empirical,T_A_predicted,difference
34,1839.0,1788.7089,50.2911376953125
35,1503.0,1612.9355,109.935546875
36,2010.0,1891.1554,118.8446044921875
37,1073.0,825.9315,247.0684814453125
38,328.0,326.14508,1.85491943359375
39,241.0,278.88953,37.8895263671875
40,262.0,295.39056,33.39056396484375
41,261.0,299.55096,38.55096435546875
42,251.0,273.03406,22.0340576171875
43,268.0,279.5694,11.56939697265625
44,309.0,338.12808,29.128082275390625
45,338.0,308.10938,29.890625
46,461.0,393.78418,67.2158203125
47,270.0,314.2721,44.2720947265625
48,341.0,337.76096,3.239044189453125
49,314.0,290.2249,23.77508544921875
50,397.0,377.18567,19.8143310546875
51,321.0,265.63354,55.366455078125
52,309.0,325.3722,16.3721923828125
53,421.0,391.83218,29.167816162109375
54,280.0,284.5078,4.5078125
55,251.0,278.00677,27.00677490234375
56,286.0,311.9619,25.9619140625
57,311.0,361.77768,50.777679443359375
58,250.0,256.67084,6.67083740234375
59,279.0,286.17413,7.17413330078125
60,290.0,269.6347,20.36529541015625
61,240.0,242.9801,2.9801025390625
62,312.0,293.97894,18.02105712890625
63,314.0,337.89374,23.89373779296875
64,330.0,345.7075,15.707489013671875
65,421.0,391.83218,29.167816162109375
66,498.0,483.27176,14.728240966796875
67,433.0,404.5026,28.497406005859375
68,1368.0,1416.9094,48.909423828125
69,1214.0,1283.5996,69.599609375
70,1287.0,1316.1901,29.1900634765625
71,1280.0,1341.8876,61.8875732421875
72,1390.0,1379.7495,10.25048828125
73,1324.0,1287.989,36.010986328125
74,1557.0,1634.6073,77.6072998046875
75,1384.0,1379.8081,4.19189453125
76,1738.0,1591.3413,146.65869140625
77,1242.0,1289.1396,47.1396484375
78,1549.0,1518.0271,30.972900390625
79,1300.0,1326.9238,26.923828125
80,1144.0,1177.0352,33.03515625
81,1205.0,1203.2427,1.75732421875
82,1400.0,1420.6671,20.6671142578125
83,1313.0,1345.5227,32.522705078125
84,1472.0,1436.8397,35.1602783203125
85,1160.0,1213.198,53.197998046875
86,1157.0,1161.6937,4.6937255859375
87,1186.0,1230.5123,44.5123291015625
88,1506.0,1456.1824,49.817626953125
89,1658.0,1627.8069,30.193115234375
90,1545.0,1551.689,6.68896484375
